Age,Attrition,BusinessTravel,DailyRate($),Department,DistanceFromHome,Education,EducationField,EmployeeNumber#,EnvironmentSatisfaction,Gender,JobLevel,Job+Role,JobSatisfaction,MaritalStatus,MonthlyIncome($),NumCompaniesWorked#,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,170,3,Male,1,Research Scientist,3,Single,3038,3,No,20,4,0,8,2,3,5,4,1,4
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,171,3,Male,1,Research Scientist,2,Married,3058,0,Yes,16,3,1,6,3,2,5,2,1,1
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,172,3,Female,1,Sales Representative,1,Single,2325,0,No,21,4,0,1,5,4,0,0,0,0
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,173,4,Male,1,Laboratory Technician,2,Single,2088,4,No,12,3,0,13,3,2,8,7,7,2
30,No,Non-Travel,111,Research & Development,9,3,Medical,174,3,Male,2,Laboratory Technician,1,Divorced,3072,1,No,11,3,2,12,4,3,12,9,6,10
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,175,3,Female,2,Sales Executive,1,Divorced,5006,4,Yes,11,3,1,9,3,4,5,4,0,3
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,176,3,Female,1,Research Scientist,1,Divorced,4257,4,Yes,18,3,1,19,3,3,2,2,2,2
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,177,3,Male,1,Research Scientist,4,Single,2500,0,No,14,3,0,4,2,4,3,1,0,2
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,178,2,Male,1,Laboratory Technician,4,Single,1102,1,No,22,4,0,1,3,2,1,0,1,0
46,No,Travel_Rarely,526,Sales,1,2,Marketing,179,2,Female,3,Sales Executive,1,Divorced,10453,1,No,25,4,3,24,2,3,24,13,15,7
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,180,3,Female,1,Laboratory Technician,4,Single,2288,1,No,12,3,0,2,3,3,2,2,2,1
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,181,3,Female,1,Research Scientist,4,Married,3929,8,Yes,23,4,1,7,0,3,4,2,0,2
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,182,4,Female,1,Research Scientist,2,Single,2311,2,No,15,3,,9,3,3,3,2,1,2
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,183,2,Female,1,Sales Representative,2,Single,3140,1,Yes,22,4,,4,5,2,4,3,0,2
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,184,3,Male,1,Laboratory Technician,3,Married,3690,2,No,15,3,1,5,2,2,3,2,0,2
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,185,4,Female,2,Manufacturing Director,1,Divorced,4450,1,No,11,3,2,5,3,3,4,2,1,3
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,186,4,Female,1,Research Scientist,2,Married,2756,1,No,13,3,1,8,5,3,8,7,1,6
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,187,4,Female,5,Manager,3,Married,19033,1,No,14,3,1,21,2,3,20,8,9,9
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,188,3,Male,5,Research Director,2,Single,18722,8,No,11,3,0,36,3,3,24,15,2,15
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,189,4,Male,2,Manufacturing Director,3,Married,9547,1,No,17,3,0,10,2,2,10,9,1,9
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,190,4,Female,4,Healthcare Representative,2,Single,13734,3,No,18,3,0,21,6,3,7,7,1,0
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,191,3,Male,5,Manager,3,Married,19999,0,No,14,3,1,34,5,3,33,18,11,9
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,192,4,Female,1,Research Scientist,2,Single,2279,1,No,16,3,0,7,2,2,7,7,0,3
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,193,2,Male,2,Manufacturing Director,3,Married,5916,3,Yes,13,3,0,8,1,3,1,0,0,1
43,No,Non-Travel,1344,Research & Development,7,3,Medical,194,4,Male,1,Research Scientist,4,Divorced,2089,4,No,14,3,3,7,3,4,5,4,2,2
45,No,Non-Travel,1195,Research & Development,2,2,Medical,195,1,Male,4,Manager,4,Married,16792,9,No,23,4,1,22,1,3,20,8,11,8
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,196,2,Male,1,Research Scientist,1,Married,3564,1,Yes,12,3,1,8,3,2,8,7,1,7
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,197,2,Female,2,Laboratory Technician,2,Single,4425,5,No,11,3,0,10,5,3,6,2,1,2
42,No,Non-Travel,926,Research & Development,21,2,Medical,198,3,Female,2,Manufacturing Director,3,Divorced,5265,2,No,16,3,1,11,5,3,5,3,0,2
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,199,4,Male,2,Manufacturing Director,3,Married,6553,9,No,14,3,0,14,3,3,1,0,0,0
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,200,4,Male,2,Manufacturing Director,4,Married,6261,3,No,18,3,1,9,3,1,7,7,1,7
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,201,3,Male,2,Manufacturing Director,1,Married,4298,5,No,19,3,1,6,1,3,2,2,2,0
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,202,4,Male,2,Manufacturing Director,4,Divorced,6804,1,Yes,15,3,2,7,0,3,7,7,1,7
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,203,4,Male,1,Research Scientist,3,Divorced,3815,1,Yes,17,3,1,5,4,4,5,3,2,0
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,204,3,Male,2,Laboratory Technician,4,Married,2741,8,Yes,15,3,1,15,2,4,7,2,3,7
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,205,2,Male,2,Healthcare Representative,1,Married,6673,7,Yes,19,3,0,17,2,3,1,,,
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,206,2,Female,3,Sales Executive,4,Married,7639,1,No,22,4,3,10,3,2,10,4,1,9
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,207,4,Male,1,Research Scientist,2,Divorced,2328,1,Yes,16,3,1,4,2,2,4,2,2,2
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,208,2,Female,1,Laboratory Technician,4,Single,2153,1,No,13,3,0,8,2,3,8,1,1,7
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,209,4,Male,2,Healthcare Representative,4,Married,4876,9,No,14,3,1,5,5,1,3,2,0,2
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,210,4,Male,3,Healthcare Representative,1,Divorced,9396,7,No,16,3,1,17,3,3,4,2,0,3
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,211,4,Male,3,Sales Executive,4,Married,10400,1,No,11,3,0,14,2,2,14,8,9,8
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,212,3,Male,3,Manufacturing Director,3,Single,8474,1,No,22,4,0,12,2,3,11,8,5,8
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,213,4,Female,2,Sales Executive,3,Single,9981,1,No,14,3,0,7,2,3,7,7,0,7
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,214,2,Male,3,Research Director,2,Married,12490,5,No,16,3,2,16,5,1,10,9,4,7
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,215,4,Female,1,Research Scientist,1,Single,2657,5,Yes,11,3,0,8,5,3,5,2,0,4
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,216,4,Female,3,Manager,4,Single,13591,3,Yes,18,3,0,16,3,3,1,0,0,0
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,217,3,Female,2,Sales Executive,1,Single,6696,5,No,15,3,0,9,5,2,6,3,0,1
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,218,3,Male,1,Research Scientist,3,Single,2058,,No,14,3,0,7,1,2,6,2,1,5
45,No,Non-Travel,1052,Sales,6,3,Medical,219,4,Female,3,Sales Executive,4,Single,8865,6,No,12,3,0,23,2,3,19,7,12,8
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,220,4,Female,2,Sales Executive,1,Married,5940,2,No,14,3,1,16,4,3,6,2,0,5
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,221,4,Male,2,Laboratory Technician,2,Single,5914,8,No,16,3,0,16,3,4,13,11,3,7
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,222,3,Female,1,Research Scientist,2,Married,2622,6,No,21,4,0,7,3,3,3,2,1,1
37,No,Travel_Frequently,663,Research & Development,11,3,Other,223,2,Male,3,Research Director,4,Divorced,12185,1,Yes,14,3,3,10,1,3,10,8,0,7
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,224,1,Male,3,Sales Executive,3,Divorced,10609,,No,12,3,2,17,6,2,16,10,5,13
31,No,Non-Travel,979,Research & Development,1,4,Medical,225,3,Male,2,Manufacturing Director,3,Married,4345,,No,12,3,1,6,2,3,5,4,1,4
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,226,3,Male,1,Research Scientist,4,Married,2177,3,No,17,3,1,7,6,3,1,0,0,0
37,No,Travel_Frequently,319,Sales,4,4,Marketing,227,1,Male,1,Sales Representative,4,Divorced,2793,4,No,17,3,1,13,2,3,9,8,5,8
29,No,Travel_Frequently,1413,Sales,1,1,Medical,228,2,Female,3,Sales Executive,4,Married,7918,1,No,14,3,1,11,5,3,11,10,4,1
35,No,Travel_Frequently,944,Sales,1,3,Marketing,229,3,Female,3,Sales Executive,3,Single,8789,1,No,14,3,0,10,3,4,10,7,0,8
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,230,3,Male,1,Research Scientist,4,Single,2389,1,Yes,13,3,0,4,3,2,4,3,0,1
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,231,3,Female,1,Laboratory Technician,4,Single,3212,7,No,15,3,0,6,3,2,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,232,3,Male,5,Manager,4,Married,19232,1,No,11,3,0,22,3,3,22,17,11,15
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,233,2,Male,1,Human Resources,3,Married,2267,8,No,17,3,0,7,2,2,2,2,2,2
50,No,Travel_Rarely,854,Sales,1,4,Medical,234,4,Female,5,Manager,4,Divorced,19517,3,No,11,3,1,32,3,2,7,0,0,6
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,235,3,Male,1,Laboratory Technician,4,Married,2436,5,Yes,13,3,1,8,2,1,5,4,0,4
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,236,4,Female,4,Manager,4,Married,16064,5,Yes,22,4,1,22,3,3,17,13,1,9
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,237,1,Female,1,Laboratory Technician,1,Married,2707,7,No,20,4,,13,3,4,9,7,1,7
52,No,Non-Travel,771,Sales,2,4,Life Sciences,238,1,Male,5,Manager,3,Single,19068,1,Yes,18,3,,33,2,4,33,7,15,12
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,239,3,Female,1,Sales Representative,2,Married,3931,2,No,11,3,1,6,5,3,4,3,1,2
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,240,4,Male,1,Laboratory Technician,3,Single,3730,0,Yes,14,3,0,4,2,1,3,2,1,2
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,241,3,Female,1,Laboratory Technician,3,Divorced,2232,7,No,14,3,3,7,1,3,3,2,1,2
32,No,Non-Travel,976,Sales,26,4,Marketing,242,3,Male,2,Sales Executive,4,Married,4465,0,No,18,3,,4,2,3,3,2,2,2
41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,243,3,Male,2,Research Scientist,1,Divorced,3072,2,No,16,3,2,17,2,2,1,0,0,0
40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,244,1,Male,2,Research Scientist,4,Divorced,3319,1,No,17,3,2,9,3,3,9,8,4,7
45,No,Travel_Rarely,252,Research & Development,1,3,Other,245,3,Male,5,Manager,4,Married,19202,0,No,11,3,1,25,2,3,24,0,1,7
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,246,2,Male,3,Research Director,3,Divorced,13675,9,No,12,3,1,9,3,3,2,2,2,2
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,247,3,Female,1,Research Scientist,4,Married,2911,1,No,13,3,1,2,2,2,2,2,0,2
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,248,4,Male,2,Manufacturing Director,1,Married,5957,6,No,13,3,1,13,3,3,11,9,5,9
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,249,3,Female,1,Research Scientist,1,Married,3920,2,No,14,3,1,17,2,2,3,1,0,2
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,250,1,Male,2,Manufacturing Director,3,Married,6434,4,No,17,3,1,9,1,3,3,2,0,2
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,251,1,Male,3,Manufacturing Director,3,Divorced,10048,6,No,11,3,2,17,5,3,1,0,0,0
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,252,3,Female,3,Healthcare Representative,3,Single,10938,0,No,25,4,0,20,1,3,19,6,11,8
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,253,3,Male,1,Research Scientist,4,Single,2340,1,No,19,3,0,6,1,3,6,5,1,5
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,254,4,Female,2,Research Scientist,1,Single,6545,3,Yes,13,3,0,10,1,3,3,2,0,2
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,255,4,Male,2,Sales Executive,4,Divorced,6931,2,No,14,3,1,10,2,3,3,2,0,2
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,256,1,Female,2,Manufacturing Director,3,Married,4898,,No,12,3,2,5,3,3,4,2,1,2
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,257,4,Female,1,Laboratory Technician,1,Divorced,2593,,Yes,11,3,1,10,4,3,9,6,7,8
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,258,1,Male,5,Research Director,3,Divorced,19436,,No,19,3,1,22,5,3,21,7,3,9
51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,259,3,Male,1,Research Scientist,4,Married,2723,1,No,11,3,0,1,0,2,1,,,0
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,260,3,Male,1,Laboratory Technician,2,Single,3479,0,No,11,3,0,6,2,4,5,4,1,4
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,261,2,Male,1,Laboratory Technician,2,Married,2794,1,No,20,4,0,5,3,1,5,1,0,3
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,262,4,Male,2,Sales Executive,4,Married,5249,3,No,18,3,1,13,0,3,8,7,7,5
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,263,4,Male,2,Laboratory Technician,1,Single,2176,4,No,13,3,0,9,5,3,6,2,0,4
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,264,3,Female,4,Manager,2,Married,16872,3,Yes,12,3,1,28,2,2,7,7,7,7
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,265,1,Male,1,Laboratory Technician,3,Single,3485,2,No,11,3,0,5,5,1,,0,0,0
29,No,Travel_Rarely,1210,Sales,2,3,Medical,266,1,Male,2,Sales Executive,2,Married,6644,2,No,19,3,2,10,2,3,,0,0,0
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,267,2,Male,2,Healthcare Representative,4,Married,5582,0,No,21,4,1,10,2,3,9,0,7,8
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,268,2,Male,2,Healthcare Representative,1,Divorced,4000,1,No,12,3,2,6,2,3,6,3,1,5
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,269,3,Male,4,Healthcare Representative,4,Married,13496,0,Yes,14,3,0,21,2,3,20,7,4,10
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,270,4,Male,1,Laboratory Technician,4,Married,3210,,No,11,3,1,16,4,3,15,13,10,11
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,271,4,Male,5,Manager,1,Single,19045,,Yes,14,3,0,37,2,3,36,10,4,13
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,272,1,Male,3,Manager,2,Married,11849,1,Yes,12,3,1,10,2,2,10,7,9,9
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,273,4,Male,1,Research Scientist,4,Married,2070,1,No,23,4,1,5,3,2,5,2,0,4
37,No,Travel_Rarely,228,Sales,6,4,Medical,274,3,Male,2,Sales Executive,4,Married,6502,4,No,14,3,1,7,5,4,5,4,0,1
21,No,Travel_Rarely,996,Research & Development,3,2,Medical,275,4,Male,1,Research Scientist,3,Single,3230,1,No,17,3,0,3,4,4,3,2,1,0
37,No,Non-Travel,728,Research & Development,1,4,Medical,276,1,Female,3,Research Director,4,Divorced,13603,2,Yes,18,3,2,15,2,3,5,2,0,2
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,277,2,Female,3,Manager,2,Divorced,11996,7,No,18,3,1,10,6,2,7,7,6,2
38,No,Travel_Rarely,322,Sales,7,2,Medical,278,1,Female,2,Sales Executive,1,Divorced,5605,1,Yes,24,4,1,8,3,3,8,0,7,7
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,279,3,Female,2,Manufacturing Director,2,Divorced,6397,1,No,20,4,1,6,6,1,6,5,1,4
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,280,1,Male,5,Research Director,2,Divorced,19144,3,No,14,3,2,28,4,2,10,4,1,6
53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,281,3,Male,4,Research Director,3,Married,17584,3,Yes,16,3,3,21,5,2,5,3,1,3
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,282,2,Male,2,Sales Executive,3,Married,4907,1,No,25,4,0,20,3,3,20,16,11,6
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,283,2,Male,2,Sales Executive,4,Single,4554,1,No,18,3,0,10,3,2,10,7,,9
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,284,2,Male,2,Laboratory Technician,4,Married,5415,3,Yes,19,3,1,12,4,3,10,7,,8
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,285,1,Male,2,Healthcare Representative,1,Married,4741,1,Yes,13,3,1,5,3,3,5,3,3,3
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,286,4,Female,1,Research Scientist,4,Single,2115,1,No,12,3,,17,3,3,17,12,5,7
44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,287,4,Male,1,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,1,19,0,1,1,0,0,
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,288,4,Male,2,Healthcare Representative,4,Divorced,5745,9,No,14,3,1,10,2,3,2,2,1,2
26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,289,1,Male,1,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,1,5,2,3,3,2,0,2
28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,290,4,Female,1,Research Scientist,4,Single,3310,1,No,21,4,0,5,3,3,5,3,0,2
49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,291,3,Female,5,Research Director,1,Single,18665,9,Yes,11,3,,22,4,3,3,2,1,2
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,292,3,Male,2,Research Scientist,2,Single,4485,4,No,12,3,,10,2,3,8,0,7,7
31,No,Travel_Frequently,444,Sales,5,3,Marketing,293,4,Female,1,Sales Representative,2,Divorced,2789,1,No,11,3,1,2,5,2,2,2,2,2
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,294,4,Male,2,Sales Executive,4,Single,5828,1,Yes,12,3,0,8,0,3,8,7,7,4
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,295,2,Male,1,Research Scientist,4,Married,2326,1,Yes,12,3,3,4,3,2,4,2,1,2
42,No,Travel_Frequently,555,Sales,26,3,Marketing,296,3,Female,4,Sales Executive,2,Married,13525,5,No,14,3,1,23,2,4,20,4,4,8
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,297,3,Male,1,Laboratory Technician,3,Single,1420,1,No,13,3,,,2,3,0,0,0,0
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,298,3,Male,3,Sales Executive,2,Married,8020,,No,15,3,2,12,3,2,11,9,6,9
36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,299,3,Male,1,Laboratory Technician,4,Married,3688,4,No,18,3,2,4,2,3,1,0,0,0
51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,300,4,Male,2,Manufacturing Director,2,Divorced,5482,5,No,18,3,1,13,3,3,4,1,1,2
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,301,4,Male,4,Manager,2,Single,16015,1,No,19,3,0,22,2,3,22,10,0,4
18,No,Travel_Rarely,812,Sales,10,3,Medical,302,4,Female,1,Sales Representative,3,Single,1200,1,No,12,3,0,0,2,3,0,0,,
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,303,2,Male,2,Healthcare Representative,1,Single,5661,0,No,19,3,0,9,2,3,8,3,0,7
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,304,2,Male,2,Sales Executive,4,Married,6929,4,No,11,3,1,10,3,2,8,7,7,7
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,305,3,Male,3,Healthcare Representative,4,Divorced,9613,0,No,17,3,3,19,5,2,18,10,3,7
36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,306,2,Female,2,Laboratory Technician,2,Married,5674,7,No,15,3,1,11,3,3,9,8,0,8
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,307,4,Male,2,Sales Executive,3,Married,5484,1,No,14,3,1,13,3,2,13,8,4,8
38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,308,1,Female,3,Research Director,2,Married,12061,3,No,17,3,1,19,2,3,10,8,0,1
58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,309,4,Male,2,Healthcare Representative,3,Divorced,5660,2,Yes,13,3,1,12,2,3,5,3,1,2
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,310,3,Male,1,Research Scientist,4,Married,4821,0,Yes,12,3,1,6,4,3,5,2,0,3
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,311,1,Male,2,Human Resources,1,Married,6410,3,No,12,3,,9,1,3,2,2,1,0
45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,312,1,Male,3,Laboratory Technician,1,Divorced,5210,1,No,18,3,1,24,2,3,24,9,9,11
31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,313,3,Male,1,Research Scientist,4,Divorced,2695,0,Yes,18,3,1,3,2,1,2,2,2,2
33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,314,4,Female,3,Manager,2,Married,11878,6,No,11,3,2,12,2,3,10,6,8,8
39,No,Travel_Rarely,117,Research & Development,10,1,Medical,315,3,Male,4,Manager,1,Married,17068,1,Yes,14,3,0,21,3,3,21,9,11,10
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,316,3,Female,1,Laboratory Technician,4,Single,2455,0,No,19,3,0,9,5,3,8,7,1,7
49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,317,3,Female,4,Healthcare Representative,3,Single,13964,7,Yes,12,3,0,25,2,3,7,1,0,7
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,318,3,Male,2,Research Scientist,2,Married,4941,2,No,15,3,0,11,3,2,8,2,7,7
27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,319,3,Female,1,Research Scientist,2,Single,2478,1,Yes,12,3,0,4,2,2,4,3,1,2
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,320,3,Female,2,Sales Executive,2,Married,5228,1,Yes,11,3,0,13,2,3,13,12,11,9
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,321,4,Male,2,Sales Executive,3,Single,4478,1,Yes,11,3,0,5,3,3,5,4,0,4
31,No,Travel_Rarely,691,Sales,7,3,Marketing,322,4,Male,2,Sales Executive,4,Divorced,7547,4,No,12,3,3,13,3,3,7,7,1,7
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,323,1,Female,2,Research Scientist,4,Single,5055,7,No,16,3,0,10,0,2,7,7,0,7
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,324,1,Male,1,Research Scientist,4,Married,3464,5,Yes,13,3,0,5,4,2,3,2,2,2
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,325,4,Female,2,Research Scientist,4,Married,5775,1,No,13,3,2,11,2,3,10,8,1,9
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,326,3,Female,3,Manufacturing Director,3,Married,8943,1,No,24,4,1,10,2,3,10,9,8,9
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,327,3,Male,5,Manager,4,Married,19272,1,No,15,3,1,21,2,3,21,9,13,3
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,328,4,Female,2,Sales Executive,3,Married,5238,4,Yes,18,3,0,12,3,2,1,0,0,0
33,No,Travel_Frequently,508,Sales,10,3,Marketing,329,2,Male,2,Sales Executive,4,Single,4682,3,No,14,3,0,9,6,2,7,7,0,1
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,330,4,Male,5,Research Director,3,Married,18300,4,No,11,3,1,21,2,3,3,2,1,1
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,331,3,Female,2,Laboratory Technician,3,Divorced,5257,1,No,11,3,1,9,3,4,9,7,0,0
27,No,Non-Travel,210,Sales,1,1,Marketing,332,3,Male,2,Sales Executive,2,Married,6349,0,Yes,13,3,1,6,0,3,5,4,1,4
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,333,4,Female,2,Research Scientist,3,Single,4869,3,No,12,3,0,20,4,2,4,3,0,3
